diagnosis,group,snomed_code,snomed_code_name
Pulmonary valve disease,Cardiac valve diseases,18687009,Rheumatic disease of pulmonary valve
Pulmonary valve disease,Cardiac valve diseases,186878002,Syphilitic endocarditis of pulmonary valve
Pulmonary valve disease,Cardiac valve diseases,194995005,"Pulmonary incompetence, non-rheumatic"
Pulmonary valve disease,Cardiac valve diseases,194997002,"Pulmonary stenosis, non-rheumatic"
Pulmonary valve disease,Cardiac valve diseases,195000004,Pulmonary valve stenosis with insufficiency
Pulmonary valve disease,Cardiac valve diseases,204306007,Pentalogy of Fallot
Pulmonary valve disease,Cardiac valve diseases,204339005,Congenital pulmonary valve abnormality
Pulmonary valve disease,Cardiac valve diseases,204342004,Congenital atresia of the pulmonary valve
Pulmonary valve disease,Cardiac valve diseases,204343009,Hypoplasia of pulmonary valve
Pulmonary valve disease,Cardiac valve diseases,204345002,Congenital fusion of pulmonic cusps
Pulmonary valve disease,Cardiac valve diseases,204346001,Congenital fusion of pulmonary valve segment
Pulmonary valve disease,Cardiac valve diseases,204351007,Fallot's trilogy
Pulmonary valve disease,Cardiac valve diseases,204352000,Supernumerary pulmonary valve cusps
Pulmonary valve disease,Cardiac valve diseases,223371000000103,Percutaneous transluminal pulmonary valve replacement
Pulmonary valve disease,Cardiac valve diseases,232878004,Replacement of implanted pulmonary valve
Pulmonary valve disease,Cardiac valve diseases,233866009,Functional pulmonary regurgitation
Pulmonary valve disease,Cardiac valve diseases,236529001,"Prune belly syndrome with pulmonic stenosis, mental retardation and deafness"
Pulmonary valve disease,Cardiac valve diseases,236530006,Pulmonic stenosis and congenital nephrosis
Pulmonary valve disease,Cardiac valve diseases,251006007,Pulmonary valve stenosis with doming
Pulmonary valve disease,Cardiac valve diseases,251007003,Pulmonary valve stenosis with narrow jet
Pulmonary valve disease,Cardiac valve diseases,253303001,Solitary aortic trunk with pulmonary atresia
Pulmonary valve disease,Cardiac valve diseases,253512000,Tetralogy of Fallot with pulmonary stenosis
Pulmonary valve disease,Cardiac valve diseases,253513005,Fallot's type pulmonary atresia
Pulmonary valve disease,Cardiac valve diseases,253514004,Dextraposition of aorta in Fallot's tetralogy
Pulmonary valve disease,Cardiac valve diseases,253515003,Ventricular septal defect in Fallot's tetralogy
Pulmonary valve disease,Cardiac valve diseases,253562005,Ventricular septal defect with malaligned outlet septum and overriding truncal valve
Pulmonary valve disease,Cardiac valve diseases,253585006,Pulmonary valve cusp hypoplasia
Pulmonary valve disease,Cardiac valve diseases,253586007,Pulmonary valve ring hypoplasia
Pulmonary valve disease,Cardiac valve diseases,253587003,Commissural fusion of pulmonary valve
Pulmonary valve disease,Cardiac valve diseases,253588008,Mucoid thickening of pulmonary valve
Pulmonary valve disease,Cardiac valve diseases,253590009,PAIV - Pulmonary atresia with intact ventricular septum
Pulmonary valve disease,Cardiac valve diseases,253591008,Pulmonary atresia with ventricular septal defect
Pulmonary valve disease,Cardiac valve diseases,253592001,Pulmonary valve atresia without ventricular outflow tract
Pulmonary valve disease,Cardiac valve diseases,253593006,Imperforate pulmonary valve
Pulmonary valve disease,Cardiac valve diseases,253594000,Muscular pulmonary atresia
Pulmonary valve disease,Cardiac valve diseases,253595004,Pulmonary valve prolapse
Pulmonary valve disease,Cardiac valve diseases,253596003,APVS - Absent pulmonary valve syndrome
Pulmonary valve disease,Cardiac valve diseases,253597007,Accessory tissue on pulmonary valve cusp
Pulmonary valve disease,Cardiac valve diseases,253598002,Unicuspid pulmonary valve
Pulmonary valve disease,Cardiac valve diseases,253599005,Bicuspid pulmonary valve
Pulmonary valve disease,Cardiac valve diseases,253600008,Quadricuspid pulmonary valve
Pulmonary valve disease,Cardiac valve diseases,253624000,Pulmonary atresia with confluent pulmonary arteries
Pulmonary valve disease,Cardiac valve diseases,253625004,Pulmonary atresia with absent pulmonary artery
Pulmonary valve disease,Cardiac valve diseases,259261000000100,Percutaneous transluminal pulmonary valve replacement
Pulmonary valve disease,Cardiac valve diseases,275207004,Ball valve pulmonary valve replacement
Pulmonary valve disease,Cardiac valve diseases,275209001,Disc valve pulmonary valve replacement
Pulmonary valve disease,Cardiac valve diseases,275210006,Single leaflet pulmonary valve replacement
Pulmonary valve disease,Cardiac valve diseases,275211005,Bileaflet pulmonary valve replacement
Pulmonary valve disease,Cardiac valve diseases,297285002,Paraprosthetic pulmonary regurgitation
Pulmonary valve disease,Cardiac valve diseases,301106001,Pulmonary valve vegetations
Pulmonary valve disease,Cardiac valve diseases,302943003,Abnormal number of pulmonary valve cusps
Pulmonary valve disease,Cardiac valve diseases,308665009,Biological pulmonary valve replacement
Pulmonary valve disease,Cardiac valve diseases,308666005,Porcine pulmonary valve replacement
Pulmonary valve disease,Cardiac valve diseases,34126003,Rheumatic pulmonary valve insufficiency
Pulmonary valve disease,Cardiac valve diseases,377141000000107,Percutaneous pulmonary valve replacement using fluoroscopic guidance
Pulmonary valve disease,Cardiac valve diseases,399228007,Tetralogy of Fallot with absent pulmonary valve (disorder)
Pulmonary valve disease,Cardiac valve diseases,405552009,Trauma to pulmonary valve (disorder)
Pulmonary valve disease,Cardiac valve diseases,429248007,Percutaneous transluminal replacement of pulmonary valve
Pulmonary valve disease,Cardiac valve diseases,431238002,Abscess of pulmonary valve (disorder)
Pulmonary valve disease,Cardiac valve diseases,431261000,Bacterial abscess of pulmonary valve (disorder)
Pulmonary valve disease,Cardiac valve diseases,447670001,Ventricular septal defect with anterior malaligned outlet septum with overriding pulmonary valve (disorder)
Pulmonary valve disease,Cardiac valve diseases,447672009,Ventricular septal defect with posterior malaligned outlet septum with overriding pulmonary valve (disorder)
Pulmonary valve disease,Cardiac valve diseases,447683000,Discontinuity between mitral valve and pulmonary valve
Pulmonary valve disease,Cardiac valve diseases,447697008,Unicommissural unicuspid pulmonary valve (disorder)
Pulmonary valve disease,Cardiac valve diseases,447838003,Pulmonary atresia and ventricular septal defect with aorta from left ventricle (disorder)
Pulmonary valve disease,Cardiac valve diseases,447839006,Pulmonary atresia and ventricular septal defect with aorta from right ventricle (disorder)
Pulmonary valve disease,Cardiac valve diseases,448004007,Acommissural unicuspid pulmonary valve (disorder)
Pulmonary valve disease,Cardiac valve diseases,448155003,Pulmonary atresia with ventricular septal defect of Fallot type (disorder)
Pulmonary valve disease,Cardiac valve diseases,448413002,Pulmonary valve overriding ventricular septum (disorder)
Pulmonary valve disease,Cardiac valve diseases,448475002,Absent pulmonary valve syndrome with ventricular septal defect of non Fallot type (disorder)
Pulmonary valve disease,Cardiac valve diseases,448604006,Congenital abnormality of pulmonary valve cusp (disorder)
Pulmonary valve disease,Cardiac valve diseases,448643005,Abnormality of pulmonary valve (disorder)
Pulmonary valve disease,Cardiac valve diseases,448946000,Anterior-posterior orientation of bicuspid pulmonary valve
Pulmonary valve disease,Cardiac valve diseases,449133000,Absence of pulmonary valve cusp (disorder)
Pulmonary valve disease,Cardiac valve diseases,449140004,Right-left orientation of bicuspid pulmonary valve
Pulmonary valve disease,Cardiac valve diseases,449186002,Dilatation of pulmonary valve annulus (disorder)
Pulmonary valve disease,Cardiac valve diseases,449354002,Hypoplasia of pulmonary cusps of absent pulmonary valve type (disorder)
Pulmonary valve disease,Cardiac valve diseases,449529003,Abnormality of pulmonary valve cusp (disorder)
Pulmonary valve disease,Cardiac valve diseases,449601008,Fenestration of pulmonary valve cusp (disorder)
Pulmonary valve disease,Cardiac valve diseases,449605004,Deficiency of pulmonary valve cusp (disorder)
Pulmonary valve disease,Cardiac valve diseases,45058001,Syphilis of pulmonary valve
Pulmonary valve disease,Cardiac valve diseases,457642007,Obstruction of pulmonary valve due to tumor
Pulmonary valve disease,Cardiac valve diseases,457647001,Thrombosis of pulmonary valve (disorder)
Pulmonary valve disease,Cardiac valve diseases,457652006,Calcification of pulmonary valve (disorder)
Pulmonary valve disease,Cardiac valve diseases,457657000,Perforation of pulmonary cusp
Pulmonary valve disease,Cardiac valve diseases,457662004,Rupture of pulmonary cusp
Pulmonary valve disease,Cardiac valve diseases,457667005,Disruption of pulmonary valve annulus (disorder)
Pulmonary valve disease,Cardiac valve diseases,457672001,Calcification of pulmonary valve annulus (disorder)
Pulmonary valve disease,Cardiac valve diseases,457677007,Dehiscence of pulmonary valve annulus as complication of procedure
Pulmonary valve disease,Cardiac valve diseases,459153009,Infective endocarditis of pulmonary valve
Pulmonary valve disease,Cardiac valve diseases,472833006,Disorder of pulmonary valve prosthesis
Pulmonary valve disease,Cardiac valve diseases,472844003,Regurgitation of fetal pulmonary valve
Pulmonary valve disease,Cardiac valve diseases,472845002,Stenosis of fetal pulmonary valve
Pulmonary valve disease,Cardiac valve diseases,52048004,Rheumatic pulmonary valve failure
Pulmonary valve disease,Cardiac valve diseases,56786000,Pulmonic valve stenosis
Pulmonary valve disease,Cardiac valve diseases,67278007,Congenital stenosis of pulmonary valve
Pulmonary valve disease,Cardiac valve diseases,6996004,Congenital absence of pulmonary valve
Pulmonary valve disease,Cardiac valve diseases,703178004,Non-rheumatic pulmonary valve stenosis with regurgitation
Pulmonary valve disease,Cardiac valve diseases,703181009,Postprocedural pulmonary valve regurgitation (disorder)
Pulmonary valve disease,Cardiac valve diseases,703185000,Neopulmonary valve regurgitation
Pulmonary valve disease,Cardiac valve diseases,703186004,Neopulmonary valve stenosis (disorder)
Pulmonary valve disease,Cardiac valve diseases,703187008,Prosthetic pulmonary valve failure (disorder)
Pulmonary valve disease,Cardiac valve diseases,703188003,Prosthetic pulmonary valve failure requiring replacement
Pulmonary valve disease,Cardiac valve diseases,703191003,Endocarditis of prosthetic pulmonary valve (disorder)
Pulmonary valve disease,Cardiac valve diseases,703192005,Postprocedural pulmonary valve stenosis
Pulmonary valve disease,Cardiac valve diseases,703290008,Prosthetic pulmonary valve failure requiring revision (disorder)
Pulmonary valve disease,Cardiac valve diseases,703291007,Prosthetic pulmonary valve stenosis
Pulmonary valve disease,Cardiac valve diseases,703293005,Prosthetic pulmonary valve regurgitation (disorder)
Pulmonary valve disease,Cardiac valve diseases,719955006,Atresia of pulmonary valve (disorder)
Pulmonary valve disease,Cardiac valve diseases,723336008,Bindewald Ulmer Muller syndrome
Pulmonary valve disease,Cardiac valve diseases,762433009,Tetralogy of Fallot with pulmonary atresia co-occurrent with systemic-to-pulmonary collateral artery
Pulmonary valve disease,Cardiac valve diseases,762540007,Endocarditis of neopulmonary valve
Pulmonary valve disease,Cardiac valve diseases,76267008,Pulmonary valve disorder
Pulmonary valve disease,Cardiac valve diseases,766976003,"Pulmonary valve agenesis, tetralogy of Fallot, absence of ductus arteriosus syndrome (disorder)"
Pulmonary valve disease,Cardiac valve diseases,784353002,"Pulmonary valve agenesis, intact ventricular septum, persistent ductus arteriosus syndrome (disorder)"
Pulmonary valve disease,Cardiac valve diseases,787162002,Percutaneous pulmonary valve implantation
Pulmonary valve disease,Cardiac valve diseases,79917009,Implantation of pulmonary valve prosthesis or synthetic device
Pulmonary valve disease,Cardiac valve diseases,838538002,Mild pulmonary valve stenosis (disorder)
Pulmonary valve disease,Cardiac valve diseases,838539005,Moderate pulmonary valve stenosis
Pulmonary valve disease,Cardiac valve diseases,838540007,Severe pulmonary valve stenosis
Pulmonary valve disease,Cardiac valve diseases,838541006,Mild pulmonary valve regurgitation (disorder)
Pulmonary valve disease,Cardiac valve diseases,838542004,Moderate pulmonary valve regurgitation
Pulmonary valve disease,Cardiac valve diseases,838543009,Severe pulmonary valve regurgitation (disorder)
Pulmonary valve disease,Cardiac valve diseases,86299006,Tetralogy of Fallot
Pulmonary valve disease,Cardiac valve diseases,871599009,Double outlet right ventricle with subaortic or doubly committed ventricular septal defect and pulmonary stenosis Fallot type (disorder)
Pulmonary valve disease,Cardiac valve diseases,871601006,Double outlet right ventricle with subaortic ventricular septal defect and pulmonary stenosis Fallot type (disorder)
Pulmonary valve disease,Cardiac valve diseases,88045004,Replacement of pulmonary valve
Pulmonary valve disease,Cardiac valve diseases,91434003,Pulmonic valve regurgitation
Pulmonary valve disease,Cardiac valve diseases,91442002,Rheumatic pulmonary valve stenosis
Pulmonary valve disease,Cardiac valve diseases,92830003,Combined valvular-subvalvular pulmonic stenosis
Pulmonary valve disease,Cardiac valve diseases,92941000,Congenital abnormal shape of pulmonary valve
Pulmonary valve disease,Cardiac valve diseases,93075009,Congenital hypertrophy of pulmonary valve
Pulmonary valve disease,Cardiac valve diseases,93287006,Congenital hypoplasia of pulmonary valve
Pulmonary valve disease,Cardiac valve diseases,94461000119106,History of pulmonary valve replacement
Raynaud's syndrome,Peripheral vascular disease and other vasculitis,195295006,Raynaud's disease (disorder)
"Stroke, unspecified","Stroke, transient ischaemic attack and vascular dementia",111297002,Nonparalytic stroke (disorder)
"Stroke, unspecified","Stroke, transient ischaemic attack and vascular dementia",116288000,Paralytic stroke (disorder)
"Stroke, unspecified","Stroke, transient ischaemic attack and vascular dementia",12204031000119100,Cerebrovascular accident following procedure on heart (disorder)
"Stroke, unspecified","Stroke, transient ischaemic attack and vascular dementia",195216008,Left sided cerebral hemisphere cerebrovascular accident (disorder)
"Stroke, unspecified","Stroke, transient ischaemic attack and vascular dementia",195217004,Right sided cerebral hemisphere cerebrovascular accident (disorder)
"Stroke, unspecified","Stroke, transient ischaemic attack and vascular dementia",230690007,Cerebrovascular accident (disorder)
"Stroke, unspecified","Stroke, transient ischaemic attack and vascular dementia",230713003,Stroke of uncertain pathology (disorder)
"Stroke, unspecified","Stroke, transient ischaemic attack and vascular dementia",230714009,Anterior circulation stroke of uncertain pathology (disorder)
"Stroke, unspecified","Stroke, transient ischaemic attack and vascular dementia",230715005,Posterior circulation stroke of uncertain pathology (disorder)
"Stroke, unspecified","Stroke, transient ischaemic attack and vascular dementia",25133001,Completed stroke (disorder)
"Stroke, unspecified","Stroke, transient ischaemic attack and vascular dementia",275434003,Stroke in the puerperium (disorder)
"Stroke, unspecified","Stroke, transient ischaemic attack and vascular dementia",276221006,Millard-Gubler syndrome (disorder)
"Stroke, unspecified","Stroke, transient ischaemic attack and vascular dementia",281240008,Extension of cerebrovascular accident (disorder)
"Stroke, unspecified","Stroke, transient ischaemic attack and vascular dementia",371121002,Neonatal stroke (disorder)
"Stroke, unspecified","Stroke, transient ischaemic attack and vascular dementia",57981008,Progressing stroke (disorder)
"Stroke, unspecified","Stroke, transient ischaemic attack and vascular dementia",595899961000119040,Cerebrovascular accident of basal ganglia (disorder)
"Stroke, unspecified","Stroke, transient ischaemic attack and vascular dementia",652287331000119040,Cerebrovascular accident of brainstem (disorder)
"Stroke, unspecified","Stroke, transient ischaemic attack and vascular dementia",716051003,Cerebrovascular accident during surgery (disorder)
"Stroke, unspecified","Stroke, transient ischaemic attack and vascular dementia",724429004,Stroke co-occurrent with migraine (disorder)
"Stroke, unspecified","Stroke, transient ischaemic attack and vascular dementia",769023031000119040,Cerebrovascular accident of thalamus (disorder)
"Stroke, unspecified","Stroke, transient ischaemic attack and vascular dementia",881694631000119168,Cerebrovascular accident of medulla oblongata (disorder)
Subarachnoid haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",1204125007,Cryptogenic spontaneous subarachnoid hemorrhage of brain (disorder)
Subarachnoid haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",1208871009,Transient ischemic attack co-occurrent with subarachnoid hemorrhage (disorder)
Subarachnoid haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",1263974007,Fetal non-traumatic hemorrhage of subarachnoid space of brain (disorder)
Subarachnoid haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",1263976009,Early neonatal non-traumatic hemorrhage of subarachnoid space of brain (disorder)
Subarachnoid haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",1269555002,Non-traumatic hemorrhage of subarachnoid space from vertebral artery (disorder)
Subarachnoid haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",1279529002,Weakness of facial muscle due to and following non-traumatic subarachnoid hemorrhage (disorder)
Subarachnoid haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",141091000119105,Compression of brain co-occurrent and due to nontraumatic subarachnoid hemorrhage (disorder)
Subarachnoid haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",15982351000119104,Weakness of right facial muscle due to and following non-traumatic subarachnoid hemorrhage (disorder)
Subarachnoid haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",15982471000119100,Weakness of left facial muscle due to and following non-traumatic subarachnoid hemorrhage (disorder)
Subarachnoid haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",16703601000119108,Memory deficit due to and following spontaneous subarachnoid hemorrhage (disorder)
Subarachnoid haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",16709811000119106,Spontaneous hemorrhage of subarachnoid space from anterior communicating artery (disorder)
Subarachnoid haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",195155004,Subarachnoid hemorrhage from carotid siphon and bifurcation (disorder)
Subarachnoid haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",195160000,Intracranial subarachnoid hemorrhage from vertebral artery (disorder)
Subarachnoid haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",195240000,Sequelae of subarachnoid hemorrhage (disorder)
Subarachnoid haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",206399009,Intracranial subarachnoid hemorrhage due to birth injury (disorder)
Subarachnoid haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",21202004,Perinatal intracranial subarachnoid hemorrhage (disorder)
Subarachnoid haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",21454007,Subarachnoid intracranial hemorrhage (disorder)
Subarachnoid haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",230718007,Subarachnoid hemorrhage due to ruptured arteriovenous malformation (disorder)
Subarachnoid haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",230719004,Intracranial subarachnoid hemorrhage due to ruptured aneurysm (disorder)
Subarachnoid haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",262955000,Subarachnoid hemorrhage due to traumatic injury (disorder)
Subarachnoid haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",270907008,Spontaneous intracranial subarachnoid hemorrhage (disorder)
Subarachnoid haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",276277008,Subarachnoid hemorrhage from multiple aneurysms (disorder)
Subarachnoid haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",276278003,Subarachnoid hemorrhage from anterior cerebral artery aneurysm (disorder)
Subarachnoid haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",276280009,Subarachnoid hemorrhage from middle cerebral artery aneurysm (disorder)
Subarachnoid haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",276281008,Subarachnoid hemorrhage from posterior cerebral artery aneurysm (disorder)
Subarachnoid haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",276282001,Subarachnoid hemorrhage from anterior communicating artery aneurysm (disorder)
Subarachnoid haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",276283006,Subarachnoid hemorrhage from posterior communicating artery aneurysm (disorder)
Subarachnoid haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",276284000,Subarachnoid hemorrhage from basilar artery aneurysm (disorder)
Subarachnoid haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",276285004,Subarachnoid hemorrhage from posterior inferior cerebellar artery aneurysm (disorder)
Subarachnoid haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",276286003,Subarachnoid hemorrhage from carotid artery aneurysm (disorder)
Subarachnoid haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",277196008,Berry aneurysm (disorder)
Subarachnoid haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",277303004,Angiogram-negative intracranial subarachnoid hemorrhage (disorder)
Subarachnoid haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",277315000,Ruptured aneurysm of anterior cerebral artery (disorder)
Subarachnoid haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",277316004,Ruptured aneurysm of middle cerebral artery (disorder)
Subarachnoid haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",277319006,Ruptured aneurysm of posterior cerebral artery (disorder)
Subarachnoid haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",277320000,Ruptured aneurysm of anterior communicating artery (disorder)
Subarachnoid haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",277322008,Ruptured aneurysm of posterior communicating artery (disorder)
Subarachnoid haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",277324009,Ruptured aneurysm of basilar artery (disorder)
Subarachnoid haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",277325005,Ruptured aneurysm of posterior inferior cerebellar artery (disorder)
Subarachnoid haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",277328007,Ruptured internal carotid-anterior communicating artery zone aneurysm (disorder)
Subarachnoid haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",277329004,Ruptured internal carotid-posterior communicating artery zone aneurysm (disorder)
Subarachnoid haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",277330009,Ruptured internal carotid bifurcation aneurysm (disorder)
Subarachnoid haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",291351000119109,Spontaneous hemorrhage of subarachnoid space from basilar artery (disorder)
Subarachnoid haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",291371000119100,Spontaneous hemorrhage of subarachnoid space from intracranial artery (disorder)
Subarachnoid haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",291411000119104,Spontaneous hemorrhage of subarachnoid space from left posterior communicating artery (disorder)
Subarachnoid haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",291421000119106,Non-traumatic hemorrhage of subarachnoid space from left vertebral artery (disorder)
Subarachnoid haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",291481000119105,Spontaneous hemorrhage of subarachnoid space from right posterior communicating artery (disorder)
Subarachnoid haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",291491000119108,Non-traumatic hemorrhage of subarachnoid space from right vertebral artery (disorder)
Subarachnoid haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",291621000119109,Cognitive deficit due to and following nontraumatic subarachnoid hemorrhage (disorder)
Subarachnoid haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",291631000119107,Aphasia due to and following non-traumatic subarachnoid hemorrhage (disorder)
Subarachnoid haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",291671000119105,Apraxia due to and following non-traumatic subarachnoid hemorrhage (disorder)
Subarachnoid haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",291681000119108,Dysphagia due to and following non-traumatic subarachnoid hemorrhage (disorder)
Subarachnoid haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",329671000119106,Traumatic subarachnoid hemorrhage with loss of consciousness (disorder)
Subarachnoid haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",330101000119101,Rupture of congenital aneurysm of cerebral artery (disorder)
Subarachnoid haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",48518008,Subarachnoid hemorrhage following injury with open intracranial wound AND concussion (disorder)
Subarachnoid haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",5251007,Subarachnoid hemorrhage following injury with open intracranial wound (disorder)
Subarachnoid haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",703174002,Subarachnoid hemorrhage from vertebral artery aneurysm (disorder)
Subarachnoid haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",703176000,Ruptured aneurysm of vertebral artery (disorder)
Subarachnoid haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",703215002,Non-aneurysmal subarachnoid intracranial hemorrhage (disorder)
Subarachnoid haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",703216001,Perimesencephalic subarachnoid hemorrhage (disorder)
Subarachnoid haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",703217005,Convexal subarachnoid hemorrhage (disorder)
Subarachnoid haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",704079000,Non-aneurysmal perimesencephalic subarachnoid hemorrhage (disorder)
Subarachnoid haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",723085008,Sequela of non-traumatic intracranial subarachnoid hemorrhage (disorder)
Subarachnoid haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",734879002,Ruptured aneurysm of right posterior communicating artery (disorder)
Subarachnoid haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",734880004,Ruptured aneurysm of left posterior communicating artery (disorder)
Subarachnoid haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",75507000,Subarachnoid hemorrhage following injury with open intracranial wound AND loss of consciousness (disorder)
Subdural haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",1263940008,Fetal non-traumatic intracranial subdural hemorrhage (disorder)
Subdural haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",1263941007,Neonatal non-traumatic intracranial subdural hemorrhage (disorder)
Subdural haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",1263972006,Fetal subdural intracranial hemorrhage (disorder)
Subdural haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",1263973001,Early neonatal subdural intracranial hemorrhage (disorder)
Subdural haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",126941005,Subdural intracranial hemorrhage due to birth trauma (disorder)
Subdural haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",141151000119101,Nontraumatic subdural hematoma with brain compression (disorder)
Subdural haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",195176009,Non-traumatic intracranial subdural hemorrhage (disorder)
Subdural haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",206188000,Subdural and cerebral hemorrhage due to birth trauma (disorder)
Subdural haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",206191000,Local intracranial subdural hematoma due to birth trauma (disorder)
Subdural haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",209947002,Closed traumatic subdural intracranial hemorrhage (disorder)
Subdural haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",209956005,Subdural hemorrhage following open wound of head (disorder)
Subdural haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",209987007,Traumatic subdural intracranial hemorrhage (disorder)
Subdural haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",212455011000119104,Subacute nontraumatic intracranial subdural hematoma (disorder)
Subdural haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",25004000,Subdural hemorrhage due to intrapartum anoxia AND/OR hypoxia (disorder)
Subdural haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",262952002,Traumatic intracranial subdural hematoma (disorder)
Subdural haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",281864001,Non-traumatic intracranial subdural hematoma (disorder)
Subdural haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",291581000119109,Acute nontraumatic subdural hemorrhage (disorder)
Subdural haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",291591000119107,Subacute non-traumatic intracranial subdural hemorrhage (disorder)
Subdural haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",304831001,Chronic intracranial subdural hematoma (disorder)
Subdural haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",315047001,Traumatic subdural hematoma with open intracranial wound (disorder)
Subdural haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",35486000,Subdural intracranial hemorrhage (disorder)
Subdural haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",371050006,Traumatic intracranial subdural hematoma with brief loss of consciousness (disorder)
Subdural haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",428561000,Occipital subdural hematoma (disorder)
Subdural haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",43262000,Subdural hemorrhage following injury with open intracranial wound AND concussion (disorder)
Subdural haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",609382000,Chronic non-traumatic intracranial subdural hemorrhage (disorder)
